id,location_lat,location_lon,city_name_ar,city_name_en,region_name_ar,region_name_en,availability,available_units_count,available_units_for_auctions_count,basement,bookable,delegated_by_broker,developer_name,driver_room,elevator,maid_room,max_area,max_bathroom,max_bed_room,max_price,max_street_width,max_unit_age,min_area,min_bathroom,min_bed_room,min_price,min_street_width,min_unit_age,pool,project_name,project_type,publish,publish_date,under_construction_status,unit_types_0,use_register_interest_flag,views_count
project_1006,26.181119,50.190166,الخبر,AL KHUBAR,المنطقة الشرقية,Eastern Province,1,7,7,0,0,0,مدى الشرقية للتطوير,0,0,0,420.0,0,5,1784950.0,0,0,350.0,0,5,1575000.0,0,0,0,نسيم - الخبر,offplan_private_land,1,2022-02-10,under_construction,villa,0,29537
project_46,26.232793,50.204459,الخبر,AL KHUBAR,المنطقة الشرقية,Eastern Province,0,0,0,0,1,0,الرائم للمقاولات,0,0,0,314.0,0,3,720000.0,0,0,147.0,0,2,460000.0,0,0,0,إسكان الخبر - الشبيلي - الخبر,readymade_private_land,1,2020-02-25,construction_completed,apartment,0,2702
project_94,24.847667,46.885167,الرياض,AR RIYADH,الرياض,Riyadh,0,0,0,0,1,0,تحالف الزامل,0,0,0,396.2,0,4,870603.0,0,0,219.93,0,4,635308.0,0,0,0,بيوت الزامل - الرياض,offplan_private_land,1,2020-02-25,under_construction,villa,0,8862
project_19,0.0,0.0,ليلى,LAYLA,الرياض,Riyadh,0,0,0,0,0,0,وزارة الإسكان,0,0,0,725.0,0,3,363000.0,0,0,600.0,0,3,363000.0,0,0,0,إسكان الأفلاج - الأفلاج,readymade_moh_land,1,2020-02-13,construction_completed,villa,0,1880
project_64,0.0,0.0,النبهانية,AN NABHANIYAH,القصيم,Qassim,0,0,0,0,0,0,وزارة الإسكان,0,0,0,585.0,0,3,294000.0,0,0,409.48,0,3,294000.0,0,0,0,إسكان النبهانية - النبهانية,readymade_moh_land,1,2020-02-13,construction_completed,villa,0,621
project_79,0.0,0.0,طريف,TURAIF,الحدود الشمالية,Northern Borders,0,0,0,0,0,0,وزارة الإسكان,0,0,0,500.0,0,3,414690.0,0,0,484.0,0,3,414690.0,0,0,0,إسكان طريف - طريف,readymade_moh_land,1,2020-02-13,construction_completed,villa,0,3295
project_99,0.0,0.0,حفر الباطن,HAFAR AL BATIN,المنطقة الشرقية,Eastern Province,0,0,0,0,0,0,وزارة الإسكان,0,0,0,597.5,0,3,513000.0,0,0,467.5,0,3,513000.0,0,0,0,إسكان حفر الباطن - حفر الباطن,readymade_moh_land,1,2020-02-13,construction_completed,villa,0,11046
project_103,0.0,0.0,القريات,AL QURAYYAT,الجوف,Jawf,0,0,0,0,0,0,وزارة الإسكان,0,0,0,500.0,0,3,393000.0,0,0,494.0,0,3,393000.0,0,0,0,إسكان القريات - القريات,readymade_moh_land,1,2020-02-13,construction_completed,villa,0,1957
project_109,0.0,0.0,نجران,NAJRAN,نجران,Najran,0,0,0,0,0,0,وزارة الإسكان,0,0,0,616.0,0,3,391000.0,0,0,435.0,0,3,391000.0,0,0,0,إسكان نجران - نجران,readymade_moh_land,1,2020-02-13,construction_completed,villa,0,5609
project_30,26.308749,44.915475,الزلفي,AZ ZULFI,الرياض,Riyadh,0,0,0,0,0,0,وزارة الإسكان,0,0,0,525.0,0,3,350000.0,0,0,475.0,0,1,350000.0,0,0,0,إسكان الزلفي - الزلفي,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,1552
project_32,0.0,0.0,ثادق,THADIQ,الرياض,Riyadh,0,0,0,0,0,0,وزارة الإسكان,0,0,0,583.2,0,3,200000.0,0,0,451.12,0,3,200000.0,0,0,0,إسكان ثادق - ثادق,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,928
project_1002,21.466611,39.789,مكة المكرمة,MAKKAH AL MUKARRAMAH,مكة المكرمة,Makkah,1,92,0,0,1,0,عبر المملكة العقارية,0,0,0,192.94,0,3,787122.0,0,0,150.15,0,2,578078.0,0,0,0,مكانة - مكة المكرمة,offplan_private_land,1,2022-02-08,under_construction,apartment,0,23879
project_29,0.0,0.0,الدوادمي,AD DUWADIMI,الرياض,Riyadh,0,0,0,0,0,0,وزارة الإسكان,0,0,0,500.0,0,4,374000.0,0,0,500.0,0,4,374000.0,0,0,0,إسكان الدوادمي - الدوادمي,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,2479
project_33,0.0,0.0,الخرمة,AL KHURMAH,مكة المكرمة,Makkah,0,0,0,0,0,0,وزارة الإسكان,0,0,0,550.0,0,3,370000.0,0,0,493.75,0,3,370000.0,0,0,0,إسكان الخرمة - الخرمة,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,1745
project_43,0.0,0.0,الهفوف,AL HUFUF,المنطقة الشرقية,Eastern Province,0,0,0,0,0,0,وزارة الإسكان,0,0,0,790.59,0,4,446500.0,0,0,470.04,0,3,440500.0,0,0,0,إسكان الإحساء,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,2548
project_48,0.0,0.0,المبرز,AL MUBARRAZ,المنطقة الشرقية,Eastern Province,0,0,0,0,0,0,وزارة الإسكان,0,0,0,500.0,0,4,650000.0,0,0,100.0,0,4,0.0,0,0,0,إسكان المبرز - المبرز,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,2258
project_63,0.0,0.0,البدائع,AL BADAI',القصيم,Qassim,0,0,0,0,0,0,وزارة الإسكان,0,0,0,600.0,0,3,310000.0,0,0,600.0,0,3,310000.0,0,0,0,إسكان البدائع - البدائع,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,766
project_67,0.0,0.0,رياض الخبراء,RIYAD AL KHABRA,القصيم,Qassim,0,0,0,0,0,0,وزارة الإسكان,0,0,0,727.0,0,4,452459.0,0,0,331.0,0,4,452459.0,0,0,0,إسكان رياض الخبراء - رياض الخبراء,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,745
project_75,0.0,0.0,المخواة,AL MUKHWAH,الباحة,Bahah,0,0,0,0,0,0,وزارة الإسكان,0,0,0,495.0,0,3,500000.0,0,0,387.35,0,3,390000.0,0,0,0,إسكان المخواة - المخواة,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,1642
project_70,0.0,0.0,احد المسارحة,AHAD AL MUSARIHAH,جازان,Jizan,0,0,0,0,0,0,وزارة الإسكان,0,0,0,504.02,0,4,550000.0,0,0,100.0,0,4,0.0,0,0,0,إسكان أحد المسارحة - أحد المسارحة,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,2929
project_78,0.0,0.0,رفحاء,RAFHA',الحدود الشمالية,Northern Borders,0,0,0,0,0,0,وزارة الإسكان,0,0,0,525.0,0,3,336000.0,0,0,475.0,0,3,336000.0,0,0,0,إسكان رفحاء - رفحاء,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,756
project_96,0.0,0.0,شقراء,SHAQRA',الرياض,Riyadh,0,0,0,0,0,0,وزارة الإسكان,0,0,0,514.28,0,4,339500.0,0,0,459.14,0,4,339500.0,0,0,0,إسكان شقراء - شقراء,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,1877
project_1003,24.839944,46.765028,الرياض,AR RIYADH,الرياض,Riyadh,1,3,0,0,1,0,شركة الأشغال العقارية,0,0,0,55.4624,0,3,1000000.0,0,0,25.0848,0,2,650000.0,0,0,0,هبيتات٢ - الرياض,offplan_private_land,1,2022-02-08,under_construction,apartment,0,89704
project_80,0.0,0.0,عرعر,AR'AR,الحدود الشمالية,Northern Borders,0,0,0,0,0,0,وزارة الإسكان,0,0,0,500.0,0,3,315000.0,0,0,500.0,0,3,315000.0,0,0,0,إسكان عرعر - عرعر,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,2769
project_95,0.0,0.0,رماح,RUMAH,الرياض,Riyadh,0,0,0,0,0,0,وزارة الإسكان,0,0,0,620.0,0,4,400000.0,0,0,465.0,0,4,400000.0,0,0,0,إسكان رماح - رماح,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,2317
project_100,0.0,0.0,عنيزة,UNAYZAH,القصيم,Qassim,0,0,0,0,0,0,وزارة الإسكان,0,0,0,525.0,0,3,342000.0,0,0,500.0,0,3,342000.0,0,0,0,إسكان عنيزة - عنيزة,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,22846
project_108,0.0,37.976167,العلا,AL ULA,المدينة المنورة,Madinah,0,0,0,0,0,0,وزارة الإسكان,0,0,0,1175.0,0,3,428000.0,0,0,730.0,0,3,428000.0,0,0,0,إسكان العلا - العلا,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,1350
project_128,0.0,0.0,خيبر,KHAYBAR,المدينة المنورة,Madinah,0,0,0,0,0,0,وزارة الإسكان,0,0,0,774.0,0,4,550000.0,0,0,100.0,0,4,100000.0,0,0,0,إسكان خيبر - خيبر,readymade_moh_land,1,2020-01-29,construction_completed,villa,0,989
project_1017,21.391739,39.253628,جدة,JEDDAH,مكة المكرمة,Makkah,1,1,0,0,1,0,الشركة الوطنية للإسكان البناء المطور,0,0,0,456.97,0,1,638096.05,0,0,348.908,0,1,301525.0,0,0,0,السدن - جدة,advanced_self_construction,1,2020-01-29,under_construction,villa,0,12626
project_691,26.3565833,50.1339943812,الدمام,AD DAMMAM,المنطقة الشرقية,Eastern Province,1,2,0,0,1,0,شركة روانا للتطوير والاستثمار العقاري,0,0,0,218.0,0,3,985000.0,0,0,142.0,0,3,690000.0,0,0,0,دان - الدمام,offplan_private_land,1,2022-02-01,under_construction,apartment,0,21137
project_1020,26.851434,49.795433,الجبيل,AL JUBAIL,المنطقة الشرقية,Eastern Province,1,2,0,0,1,0,شركة مرجان الشرقية للمقاولات العامة,0,0,0,266.0,0,4,698000.0,0,0,230.0,0,4,698000.0,0,0,0,درة الجبيل - الجبيل,offplan_private_land,1,2022-08-23,under_construction,apartment,0,3628
project_1001,21.752458,39.165661,جدة,JEDDAH,مكة المكرمة,Makkah,1,107,0,0,1,0,شركة أزهر القابضة,0,0,0,350.98242,0,4,811494.0,0,0,192.1,0,3,462786.0,0,0,0,بيلار - جدة,offplan_moh_land,1,2022-01-27,under_construction,apartment,0,102294
project_13,25.316833,49.544667,الهفوف,AL HUFUF,المنطقة الشرقية,Eastern Province,0,0,0,0,1,0,الفايزية,0,0,0,462.0,0,4,928300.0,0,0,236.0,0,3,666000.0,0,0,0,مخطط الجوهرة السكني - الأحساء,offplan_private_land,1,2022-01-23,under_construction,villa,0,18439
project_8,21.524833,40.508167,الطائف,AT TAIF,مكة المكرمة,Makkah,1,143,0,0,1,0,تواصل الإمداد,0,0,0,317.89,0,6,812682.0,0,0,164.463,0,3,361812.0,0,0,0,الفتح - الطائف -  تواصل الإمداد,offplan_private_land,1,2022-01-23,under_construction,apartment,0,23287
project_11,21.556583,39.798583,مكة المكرمة,MAKKAH AL MUKARRAMAH,مكة المكرمة,Makkah,1,40,0,0,1,0,الخماسية,0,0,0,511.0,0,5,1218195.0,0,0,139.36,0,2,450690.0,0,0,0,رتاج - مكة المكرمة,offplan_private_land,1,2022-01-23,under_construction,apartment,0,43208
project_55,26.342972,49.995639,الدمام,AD DAMMAM,المنطقة الشرقية,Eastern Province,0,0,0,0,0,0,شركة إسكان الحاكمية للاستثمار والتطوير العقاري,0,0,0,549.6887,0,4,963798.0,0,0,250.0,0,3,595000.0,0,0,0,الواجهة - الدمام,offplan_private_land,1,2022-01-23,under_construction,villa,0,31826
project_653,24.9013546,46.7904786,الرياض,AR RIYADH,الرياض,Riyadh,0,0,0,0,1,0,الشركة العقارية السعودية,0,0,0,765.0,0,4,1997052.0,0,0,230.0,0,3,892888.0,0,0,0,الضاحية السكني - الرياض,offplan_private_land,1,2022-01-23,under_construction,villa,0,32586
project_652,24.543996,46.5137162,الرياض,AR RIYADH,الرياض,Riyadh,1,19,0,0,1,0,شركة فيصل عبدالله بن سعيدان للاستثمار والتطويرالعقاري,0,0,0,199.0,0,4,741633.0,0,0,157.0,0,4,471000.0,0,0,0,جوهرة الغروب - الرياض,offplan_private_land,1,2022-01-23,under_construction,apartment,0,24404
project_673,26.210722,50.169167,الخبر,AL KHUBAR,المنطقة الشرقية,Eastern Province,0,0,0,0,1,0,شركة افاق التعمير للتطوير والاستثمار العقاري,0,0,0,501.95,0,4,1196204.0,0,0,299.36,0,3,985145.0,0,0,0,دانة البحر - الخبر,offplan_private_land,1,2022-01-23,under_construction,villa,0,6239
project_701,26.1368679,50.152769917,الخبر,AL KHUBAR,المنطقة الشرقية,Eastern Province,0,0,0,0,1,0,رتال,0,0,0,727.0,0,4,1646100.0,0,0,348.0,0,4,1074520.0,0,0,0,نساج تاون - الخبر,offplan_private_land,1,2022-01-23,under_construction,villa,0,9243
project_137,20.016278,41.5177,الباحة,AL BAHA,الباحة,Bahah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,544.717071,0,1,0.0,0,0,471.324076,0,1,0.0,0,0,0,مخطط الازدهار - الباحة,lands_moh_land,1,2022-01-20,no entry,land,0,74937
project_1022,24.655908,46.585686,صبيا,SABYA,جازان,Jizan,1,33,0,0,1,0,شركة مدى المحدودة,0,0,0,224.0,0,6,672000.0,0,0,188.64,0,4,480000.0,0,0,0,مدى السكني - جازان,offplan_private_land,1,2022-08-11,under_construction,apartment,0,3495
project_146,17.318725,42.51176,صبيا,SABYA,جازان,Jizan,1,17,0,0,0,0,لا يوجد مدخل,0,0,0,584.4,0,1,0.0,0,0,400.0,0,1,0.0,0,0,0,مخطط واحة البستان - صبيا,lands_moh_land,1,2022-01-20,no entry,land,0,477822
project_145,28.46,46.080389,حفر الباطن,HAFAR AL BATIN,المنطقة الشرقية,Eastern Province,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,573.22,0,1,0.0,0,0,424.18,0,1,0.0,0,0,0,مخطط الشروق - حفر الباطن,lands_moh_land,1,2022-01-20,no entry,land,0,123912
project_144,24.579846,39.755032,المدينة المنورة,AL MADINAH AL MUNAWWARAH,المدينة المنورة,Madinah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,816.0,0,1,0.0,0,0,499.988996026,0,1,0.0,0,0,0,مخطط الهضبة - المدينة المنورة,lands_moh_land,1,2022-01-20,no entry,land,0,4156041
project_139,25.923111,49.607167,بقيق,BUQAYQ,المنطقة الشرقية,Eastern Province,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,600.14,0,1,0.0,0,0,445.0,0,1,0.0,0,0,0,مخطط تلال قرطبة - بقيق,lands_moh_land,1,2022-01-20,no entry,land,0,413807
project_141,18.825742,41.966253,بارق,BARIQ,عسير,'Asir,0,0,0,0,0,0,لا يوجد مدخل,0,0,0,590.210557,0,1,0.0,0,0,400.0,0,1,0.0,0,0,0,مخطط  ربيع بارق - بارق,lands_moh_land,1,2022-01-20,no entry,land,0,178329
project_155,26.271694,36.451608,الوجه,AL WAJH,تبوك,Tabuk,1,1,1,0,0,0,لا يوجد مدخل,0,0,0,533.33,0,1,0.0,0,0,400.0,0,1,0.0,0,0,0,مخطط نورس الإسكان -  الوجه,lands_moh_land,1,2022-01-20,no entry,land,0,26717
project_149,17.779707,43.493431,ظهران الجنوب,DHAHRAN AL JANUB,عسير,'Asir,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,530.278,0,1,0.0,0,0,484.843,0,1,0.0,0,0,0,مخطط  ياسمين - ظهران الجنوب,lands_moh_land,1,2022-01-20,no entry,land,0,22149
project_153,30.502632,38.170283,طبرجل,TUBARJAL,الجوف,Jawf,0,0,0,0,0,0,لا يوجد مدخل,0,0,0,520.0,0,1,0.0,0,0,480.0,0,1,0.0,0,0,0,مخطط صفا طبرجل - طبرجل,lands_moh_land,1,2022-01-20,no entry,land,0,10360
project_152,17.109361,42.755194,ضمد,DAMAD,جازان,Jizan,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,525.0,0,1,0.0,0,0,400.0,0,1,0.0,0,0,0,مخطط الريحان - ضمد,lands_moh_land,1,2022-01-20,no entry,land,0,35189
project_150,26.799611,44.207417,الأسياح,AL ASYAH,القصيم,Qassim,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,551.605,0,1,0.0,0,0,477.0,0,1,0.0,0,0,0,مخطط واحة الأسياح - الأسياح,lands_moh_land,1,2022-01-20,no entry,land,0,5396
project_26,24.648991,46.555,الرياض,AR RIYADH,الرياض,Riyadh,0,0,0,0,1,0,بنائات العقارية,0,0,0,279.7,0,5,672000.0,0,0,125.0,0,2,300000.0,0,0,0,إسكان الرياض (مشروع السلطان) - الرياض,readymade_private_land,1,2022-07-28,construction_completed,apartment,0,15460
project_148,20.467323,44.778423,وادي الدواسر,WADI AD DAWASIR,الرياض,Riyadh,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,555.919,0,1,0.0,0,0,482.502,0,1,0.0,0,0,0,مخطط وادي العقيق - وادي الدواسر,lands_moh_land,1,2022-01-20,no entry,land,0,45818
project_159,29.21324,34.932062,حقل,HAQL,تبوك,Tabuk,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,777.2,0,1,0.0,0,0,387.9,0,1,0.0,0,0,0,مخطط أصداف السلطانية - حقل,lands_moh_land,1,2022-01-20,no entry,land,0,18959
project_163,17.700056,42.308806,الدرب,AD DARB,جازان,Jizan,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,525.0,0,1,0.0,0,0,480.0,0,1,0.0,0,0,0,مخطط المملكة - الدرب,lands_moh_land,1,2022-01-20,no entry,land,0,233174
project_160,21.658643,39.617772,الجموم,AL JUMUM,مكة المكرمة,Makkah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,500.000000027,0,1,0.0,0,0,499.0,0,1,0.0,0,0,0,مخطط الجموم - الجموم,lands_moh_land,1,2022-01-20,no entry,land,0,656017
project_171,21.898806,39.234417,جدة,JEDDAH,مكة المكرمة,Makkah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,500.0,0,1,0.0,0,0,500.0,0,1,0.0,0,0,0,مخطط منارات الصفوة - عسفان,lands_moh_land,1,2022-01-20,no entry,land,0,3494018
project_168,17.248753,42.897231,العيدابي,AL 'AYDABI,جازان,Jizan,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,543.71,0,1,0.0,0,0,499.6,0,1,0.0,0,0,0,مخطط منازل الشهد - جازان,lands_moh_land,1,2022-01-20,no entry,land,0,53354
project_169,26.182657,43.603449,البكيرية,AL BUKAYRIYAH,القصيم,Qassim,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,594.6863,0,1,0.0,0,0,434.2214,0,1,0.0,0,0,0,مخطط بساتين البكيرية - البكيرية,lands_moh_land,1,2022-01-20,no entry,land,0,216398
project_167,20.185481,41.088044,الحجرة,AL HAJRAH,الباحة,Bahah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,625.499086883623,0,1,0.0,0,0,454.588749905647,0,1,0.0,0,0,0,مخطط  أنوار الحجرة - الباحة,lands_moh_land,1,2022-01-20,no entry,land,0,217100
project_180,25.826161,44.174328,المذنب,AL MIDHNAB,القصيم,Qassim,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,576.88,0,1,0.0,0,0,491.0,0,1,0.0,0,0,0,مخطط معين المذنب - المذنب,lands_moh_land,1,2022-01-20,no entry,land,0,31629
project_181,18.788767,41.906663,محايل,MUHAYIL,عسير,'Asir,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,592.39274,0,1,0.0,0,0,388.194307,0,1,0.0,0,0,0,مخطط ربيع محايل - محايل,lands_moh_land,1,2022-01-20,no entry,land,0,59228
project_1028,24.810025,46.771981,الرياض,AR RIYADH,الرياض,Riyadh,1,4,0,0,1,0,شركه رسو العقارية,0,0,0,199.55,0,4,1050000.0,0,0,151.35,0,3,815000.0,0,0,0,رسو 1 - الرياض,offplan_private_land,1,2022-07-26,under_construction,apartment,0,10859
project_178,20.160932,41.38947,القري,AL QARI,الباحة,Bahah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,548.951,0,1,0.0,0,0,477.587,0,1,0.0,0,0,0,مخطط روابي الباحة - الباحة,lands_moh_land,1,2022-01-20,no entry,land,0,225198
project_183,18.696028,42.871111,خميس مشيط,KHAMIS MUSHAYT,عسير,'Asir,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,518.354397467399,0,1,0.0,0,0,475.804162831622,0,1,0.0,0,0,0,مخطط وادي الرفاه - خميس مشيط,lands_moh_land,1,2022-01-20,no entry,land,0,164914
project_182,19.847737,41.449261,المخواة,AL MUKHWAH,الباحة,Bahah,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,598.538475,0,1,0.0,0,0,400.0,0,1,0.0,0,0,0,مخطط منازل السمير - الباحة,lands_moh_land,1,2022-01-20,no entry,land,0,7501
project_184,18.06923,43.124416,سراة عبيدة,SARAT ABIDAH,عسير,'Asir,0,0,0,0,0,0,لا يوجد مدخل,0,0,0,689.860540758779,0,1,0.0,0,0,427.499685626398,0,1,0.0,0,0,0,مخطط جوهرة القصر  - سراة عبيدة,lands_moh_land,1,2022-01-20,no entry,land,0,300695
project_177,19.316833,42.145361,النماص (النماص),AN NAMAS (TANUMAH),عسير,'Asir,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,616.79298700328,0,1,0.0,0,0,499.813256967126,0,1,0.0,0,0,0,مخطط  تلال السرح - النماص,lands_moh_land,1,2022-01-20,no entry,land,0,66713
project_176,29.979442,40.249676,سكاكا,SAKAKA,الجوف,Jawf,0,0,0,0,1,0,لا يوجد مدخل,0,0,0,541.1486,0,1,0.0,0,0,400.0,0,1,0.0,0,0,0,مخطط ورود سكاكا - سكاكا,lands_moh_land,1,2022-01-20,no entry,land,0,32572
